# HOMER Differential Peaks
# Original Peak File = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt
# Peak File Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT
# Background Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
# Mode = Peaks enriched over background
# Differential peaks = 1729
# Fraction of original peaks = 1.99%
# Original number of peaks = 86750
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 4.00
# Poisson p-value cutoff = 1.00e-04
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 66
# background directory tagAdjust = 190
#
# cmd = getDifferentialPeaks /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
Merged-chr13-34829157-1	chr13	34829047	34829267	+	0.000	0.000	12.5	2.4	5.21	8.46e-06
Merged-chr13-35701638-1	chr13	35701565	35701712	+	0.000	0.000	7.0	0.2	35.00	2.08e-09
Merged-chr13-35994393-1	chr13	35994318	35994469	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr13-36124031-1	chr13	36123972	36124091	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr13-36400709-1	chr13	36400639	36400779	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr13-36654622-1	chr13	36654563	36654681	+	0.000	0.000	19.5	2.8	6.96	1.82e-10
Merged-chr13-38175010-1	chr13	38174868	38175152	+	0.000	0.000	26.0	4.8	5.42	1.28e-11
Merged-chr13-38691947-1	chr13	38691890	38692004	+	0.000	0.000	7.0	1.0	7.00	8.33e-05
Merged-chr13-38948310-3	chr13	38948045	38948542	+	0.000	0.000	87.5	18.0	4.86	1.47e-31
Merged-chr13-40954071-1	chr13	40953954	40954189	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chr13-41436953-2	chr13	41436871	41437067	+	0.000	0.000	37.0	7.6	4.87	1.77e-14
Merged-chr13-41453782-1	chr13	41453722	41453842	+	0.000	0.000	22.5	5.6	4.02	1.25e-07
Merged-chr13-41516662-2	chr13	41516502	41516813	+	0.000	0.000	49.0	9.4	5.21	8.09e-20
Merged-chr13-41685692-1	chr13	41685553	41685831	+	0.000	0.000	10.5	0.2	52.50	2.31e-14
Merged-chr13-41914746-1	chr13	41914673	41914820	+	0.000	0.000	11.5	2.2	5.23	1.98e-05
Merged-chr13-43088886-1	chr13	43088800	43088973	+	0.000	0.000	10.5	1.4	7.50	2.25e-06
Merged-chr13-43914699-1	chr13	43914626	43914772	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr13-47569042-1	chr13	47568980	47569104	+	0.000	0.000	7.5	0.4	18.75	2.18e-07
Merged-chr13-50527474-1	chr13	50527410	50527539	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chr13-50657555-1	chr13	50657491	50657620	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-chr13-50690001-1	chr13	50689907	50690095	+	0.000	0.000	7.0	0.2	35.00	2.08e-09
Merged-chr13-51637098-3	chr13	51636980	51637210	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chr13-52124840-1	chr13	52124750	52124931	+	0.000	0.000	14.0	2.8	5.00	1.56e-06
Merged-chr13-52855731-2	chr13	52855594	52855839	+	0.000	0.000	25.5	4.6	5.54	2.92e-11
Merged-chr13-54285067-1	chr13	54284997	54285137	+	0.000	0.000	10.5	1.2	8.75	5.77e-07
Merged-chr13-55133665-1	chr13	55133581	55133750	+	0.000	0.000	11.5	1.4	8.21	2.83e-07
Merged-chr13-55990827-1	chr13	55990751	55990903	+	0.000	0.000	25.5	2.8	9.11	6.64e-16
Merged-chr13-58020612-1	chr13	58020535	58020689	+	0.000	0.000	36.5	7.2	5.07	1.82e-14
Merged-chr13-60276071-1	chr13	60276012	60276130	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr13-60351680-1	chr13	60351619	60351742	+	0.000	0.000	11.0	2.0	5.50	8.31e-06
Merged-chr13-60477491-1	chr13	60477437	60477546	+	0.000	0.000	14.0	2.4	5.83	2.60e-07
Merged-chr13-62338179-1	chr13	62338103	62338256	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr13-62572895-1	chr13	62572826	62572965	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr13-62887965-1	chr13	62887878	62888053	+	0.000	0.000	33.0	7.8	4.23	1.68e-11
Merged-chr13-67218178-1	chr13	67218090	67218266	+	0.000	0.000	11.0	1.4	7.86	2.83e-07
Merged-chr13-69927798-1	chr13	69927725	69927871	+	0.000	0.000	6.0	0.6	10.00	3.56e-05
Merged-chr13-70981350-2	chr13	70981211	70981497	+	0.000	0.000	41.0	9.8	4.18	9.44e-14
Merged-chr13-71145379-1	chr13	71145295	71145464	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chr13-73991889-1	chr13	73991832	73991946	+	0.000	0.000	14.5	3.0	4.83	3.40e-06
Merged-chr13-74551007-1	chr13	74550930	74551084	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr13-76531543-1	chr13	76531426	76531661	+	0.000	0.000	14.5	3.4	4.26	1.36e-05
Merged-chr13-79394510-1	chr13	79394360	79394660	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr13-83458881-4	chr13	83458700	83459108	+	0.000	0.000	128.5	25.8	4.98	9.91e-47
Merged-chr13-83686118-1	chr13	83686058	83686178	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr13-88581068-2	chr13	88580968	88581185	+	0.000	0.000	24.0	5.8	4.14	1.33e-08
Merged-chr13-89968905-1	chr13	89968830	89968981	+	0.000	0.000	48.5	10.8	4.49	8.48e-17
Merged-chr13-91530088-1	chr13	91530027	91530149	+	0.000	0.000	14.0	2.0	7.00	2.93e-08
Merged-chr13-92060468-1	chr13	92060408	92060528	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr13-92461719-1	chr13	92461662	92461777	+	0.000	0.000	12.0	1.4	8.57	3.27e-08
Merged-chr13-94828037-1	chr13	94827971	94828104	+	0.000	0.000	15.5	3.4	4.56	3.03e-06
Merged-chr13-96108068-1	chr13	96108014	96108122	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr13-96154688-1	chr13	96154623	96154754	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr13-96768930-1	chr13	96768863	96768998	+	0.000	0.000	17.0	3.4	5.00	1.25e-07
Merged-chr13-97520990-1	chr13	97520911	97521070	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr13-99306081-1	chr13	99305960	99306203	+	0.000	0.000	11.0	1.8	6.11	3.13e-06
Merged-chr13-101188814-1	chr13	101188753	101188876	+	0.000	0.000	9.0	0.4	22.50	4.85e-10
Merged-chr13-102397206-1	chr13	102397143	102397269	+	0.000	0.000	21.5	1.6	13.44	8.25e-17
Merged-chr13-102963564-1	chr13	102963462	102963667	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chr13-103688034-1	chr13	103687955	103688114	+	0.000	0.000	16.0	3.2	5.00	2.90e-07
Merged-chr13-103877629-1	chr13	103877526	103877732	+	0.000	0.000	39.5	5.4	7.31	9.38e-21
Merged-chr13-104045300-1	chr13	104045017	104045583	+	0.000	0.000	66.0	15.2	4.34	5.99e-22
Merged-chr13-104046785-1	chr13	104046731	104046840	+	0.000	0.000	29.0	5.8	5.00	5.85e-12
Merged-chr13-104535368-1	chr13	104535215	104535521	+	0.000	0.000	30.0	7.4	4.05	3.61e-10
Merged-chr13-107455183-1	chr13	107455126	107455241	+	0.000	0.000	13.5	1.8	7.50	6.34e-08
Merged-chr13-107924851-1	chr13	107924706	107924997	+	0.000	0.000	12.0	1.6	7.50	1.35e-07
Merged-chr13-112325038-1	chr13	112324959	112325118	+	0.000	0.000	12.0	0.2	60.00	7.01e-18
Merged-chr13-113536147-1	chr13	113536059	113536235	+	0.000	0.000	19.5	4.6	4.24	4.19e-07
Merged-chr14-8028116-1	chr14	8028061	8028171	+	0.000	0.000	12.0	2.0	6.00	1.37e-06
Merged-chr14-8251254-3	chr14	8251069	8251557	+	0.000	0.000	80.0	17.4	4.60	8.69e-28
Merged-chr14-9030756-1	chr14	9030690	9030822	+	0.000	0.000	12.0	1.8	6.67	4.63e-07
Merged-chr14-13648145-1	chr14	13648003	13648287	+	0.000	0.000	22.0	2.2	10.00	3.73e-15
Merged-chr14-19192199-1	chr14	19192125	19192273	+	0.000	0.000	20.5	4.2	4.88	2.24e-08
Merged-chr14-20356518-1	chr14	20356424	20356612	+	0.000	0.000	10.5	0.2	52.50	2.31e-14
Merged-chr14-22107014-1	chr14	22106951	22107077	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr14-22271055-1	chr14	22270890	22271220	+	0.000	0.000	26.5	6.4	4.14	4.92e-09
Merged-chr14-23601716-1	chr14	23601624	23601808	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr14-23749242-1	chr14	23749153	23749331	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr14-24225627-1	chr14	24225558	24225696	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr14-25220230-1	chr14	25220119	25220342	+	0.000	0.000	13.0	1.6	8.12	1.65e-08
Merged-chr14-26357593-2	chr14	26357363	26357798	+	0.000	0.000	47.5	10.4	4.57	9.50e-17
Merged-chr14-29987298-1	chr14	29987218	29987378	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr14-30183810-1	chr14	30183707	30183914	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr14-31270419-1	chr14	31270344	31270494	+	0.000	0.000	17.0	3.6	4.72	2.75e-07
Merged-chr14-32268280-1	chr14	32268203	32268357	+	0.000	0.000	21.5	3.2	6.72	3.79e-11
Merged-chr14-32977717-1	chr14	32977635	32977799	+	0.000	0.000	15.0	1.6	9.37	1.98e-10
Merged-chr14-33024787-1	chr14	33024726	33024848	+	0.000	0.000	16.0	3.0	5.33	1.24e-07
Merged-chr14-34264997-1	chr14	34264875	34265119	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chr14-37428017-1	chr14	37427952	37428083	+	0.000	0.000	11.0	2.0	5.50	8.31e-06
Merged-chr14-40909716-1	chr14	40909655	40909777	+	0.000	0.000	19.0	4.0	4.75	5.16e-08
Merged-chr14-41205436-1	chr14	41205364	41205508	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr14-41327890-1	chr14	41327767	41328014	+	0.000	0.000	6.0	0.6	10.00	3.56e-05
Merged-chr14-43672749-1	chr14	43672681	43672818	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr14-46682756-1	chr14	46682674	46682838	+	0.000	0.000	35.0	4.8	7.29	6.42e-19
Merged-chr14-46683094-2	chr14	46682903	46683241	+	0.000	0.000	48.0	8.2	5.85	1.94e-21
Merged-chr14-46906824-1	chr14	46906746	46906903	+	0.000	0.000	16.5	3.8	4.34	2.59e-06
Merged-chr14-47223154-2	chr14	47222871	47223350	+	0.000	0.000	76.0	14.4	5.28	3.96e-30
Merged-chr14-48674635-1	chr14	48674530	48674741	+	0.000	0.000	14.0	3.0	4.67	3.40e-06
Merged-chr14-50511982-1	chr14	50511908	50512057	+	0.000	0.000	7.0	1.0	7.00	8.33e-05
Merged-chr14-53676113-1	chr14	53675853	53676373	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chr14-53922204-1	chr14	53922136	53922272	+	0.000	0.000	6.0	0.6	10.00	3.56e-05
Merged-chr14-54607562-1	chr14	54607498	54607626	+	0.000	0.000	12.5	1.6	7.81	1.35e-07
Merged-chr14-55143977-1	chr14	55143914	55144041	+	0.000	0.000	10.5	1.6	6.56	7.15e-06
Merged-chr14-55359528-1	chr14	55359440	55359617	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chr14-55435015-1	chr14	55434897	55435133	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr14-55700536-1	chr14	55700464	55700608	+	0.000	0.000	14.0	2.4	5.83	2.60e-07
Merged-chr14-55993890-1	chr14	55993823	55993958	+	0.000	0.000	7.0	1.0	7.00	8.33e-05
Merged-chr14-56496238-1	chr14	56496171	56496305	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr14-56873853-1	chr14	56873716	56873990	+	0.000	0.000	16.5	2.6	6.35	1.83e-08
Merged-chr14-57635797-1	chr14	57635734	57635860	+	0.000	0.000	19.0	3.2	5.94	1.58e-09
Merged-chr14-57972242-4	chr14	57972045	57972521	+	0.000	0.000	74.0	16.4	4.51	2.32e-25
Merged-chr14-62814587-1	chr14	62814522	62814652	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr14-65617656-1	chr14	65617586	65617727	+	0.000	0.000	12.5	1.6	7.81	1.35e-07
Merged-chr14-66094697-1	chr14	66094611	66094783	+	0.000	0.000	14.0	2.8	5.00	1.56e-06
Merged-chr14-66579946-1	chr14	66579853	66580040	+	0.000	0.000	9.0	0.8	11.25	1.66e-07
Merged-chr14-67866684-1	chr14	67866576	67866792	+	0.000	0.000	16.0	3.2	5.00	2.90e-07
Merged-chr14-68133785-1	chr14	68133723	68133847	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr14-69040308-3	chr14	69040143	69040419	+	0.000	0.000	30.0	3.8	7.89	2.38e-17
Merged-chr14-70640315-1	chr14	70640195	70640436	+	0.000	0.000	46.0	8.4	5.48	1.64e-19
Merged-chr14-71160118-1	chr14	71160047	71160189	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr14-71447052-1	chr14	71446972	71447132	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr14-72152045-1	chr14	72151968	72152122	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr14-72634243-1	chr14	72634106	72634381	+	0.000	0.000	14.0	3.0	4.67	3.40e-06
Merged-chr14-72938559-1	chr14	72938452	72938667	+	0.000	0.000	31.0	5.8	5.34	2.09e-13
Merged-chr14-73309842-1	chr14	73309775	73309909	+	0.000	0.000	12.5	3.0	4.17	7.14e-05
Merged-chr14-75536273-1	chr14	75536210	75536336	+	0.000	0.000	16.5	3.8	4.34	2.59e-06
Merged-chr14-76171526-1	chr14	76171410	76171642	+	0.000	0.000	23.0	4.6	5.00	8.42e-10
Merged-chr14-77637268-1	chr14	77637130	77637406	+	0.000	0.000	15.5	1.0	15.50	3.00e-13
Merged-chr14-79050500-1	chr14	79050410	79050590	+	0.000	0.000	10.0	2.0	5.00	4.65e-05
Merged-chr14-79319500-1	chr14	79319446	79319554	+	0.000	0.000	11.5	2.6	4.42	8.68e-05
Merged-chr14-82801279-1	chr14	82801151	82801408	+	0.000	0.000	26.0	5.8	4.48	6.75e-10
Merged-chr14-93923681-1	chr14	93923607	93923755	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr14-96872423-1	chr14	96872339	96872508	+	0.000	0.000	12.5	2.2	5.68	3.57e-06
Merged-chr14-97289590-1	chr14	97289489	97289692	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr14-109736695-1	chr14	109736635	109736756	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr14-113051421-1	chr14	113051287	113051555	+	0.000	0.000	13.0	1.6	8.12	1.65e-08
Merged-chr14-117883438-1	chr14	117883367	117883509	+	0.000	0.000	12.0	2.2	5.45	3.57e-06
Merged-chr14-119712607-1	chr14	119712519	119712695	+	0.000	0.000	20.0	4.0	5.00	1.02e-08
Merged-chr14-121177861-1	chr14	121177796	121177927	+	0.000	0.000	12.0	2.0	6.00	1.37e-06
Merged-chr15-3218838-1	chr15	3218754	3218923	+	0.000	0.000	37.5	5.0	7.50	4.11e-20
Merged-chr15-4874624-2	chr15	4874511	4874746	+	0.000	0.000	32.0	7.8	4.10	7.18e-11
Merged-chr15-6045468-1	chr15	6045413	6045524	+	0.000	0.000	12.5	1.6	7.81	1.35e-07
Merged-chr15-10447360-1	chr15	10447260	10447460	+	0.000	0.000	22.0	5.4	4.07	6.79e-08
Merged-chr15-10598326-1	chr15	10598219	10598434	+	0.000	0.000	33.0	6.6	5.00	2.16e-13
Merged-chr15-10606564-1	chr15	10606508	10606620	+	0.000	0.000	15.0	3.2	4.69	1.47e-06
Merged-chr15-11825282-1	chr15	11825210	11825355	+	0.000	0.000	11.5	2.4	4.79	4.31e-05
Merged-chr15-12376982-1	chr15	12376905	12377059	+	0.000	0.000	43.0	8.8	4.89	1.28e-16
Merged-chr15-18676836-1	chr15	18676782	18676890	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr15-23418290-1	chr15	23418198	23418382	+	0.000	0.000	24.0	2.2	10.91	3.24e-17
Merged-chr15-25237284-1	chr15	25237222	25237347	+	0.000	0.000	24.0	5.4	4.44	3.50e-09
Merged-chr15-30271590-1	chr15	30271528	30271652	+	0.000	0.000	9.5	1.0	9.50	1.13e-06
Merged-chr15-30509116-1	chr15	30509062	30509171	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr15-31287866-1	chr15	31287745	31287988	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr15-33363157-1	chr15	33363094	33363221	+	0.000	0.000	13.5	1.2	11.25	5.66e-10
Merged-chr15-34890788-1	chr15	34890715	34890862	+	0.000	0.000	17.0	2.6	6.54	2.77e-09
Merged-chr15-35272270-1	chr15	35272197	35272344	+	0.000	0.000	12.5	1.4	8.93	3.27e-08
Merged-chr15-36461160-1	chr15	36460997	36461323	+	0.000	0.000	51.5	5.0	10.30	2.14e-33
Merged-chr15-38066203-1	chr15	38066020	38066386	+	0.000	0.000	42.5	10.4	4.09	1.48e-13
Merged-chr15-38729437-1	chr15	38729370	38729505	+	0.000	0.000	9.5	1.6	5.94	4.54e-05
Merged-chr15-39927222-1	chr15	39927157	39927287	+	0.000	0.000	16.0	3.6	4.44	1.31e-06
Merged-chr15-41920530-1	chr15	41920447	41920614	+	0.000	0.000	25.5	4.8	5.31	6.99e-11
Merged-chr15-42097542-1	chr15	42097474	42097611	+	0.000	0.000	30.0	6.6	4.55	2.51e-11
Merged-chr15-42100903-3	chr15	42100786	42101017	+	0.000	0.000	43.0	6.8	6.32	1.37e-20
Merged-chr15-42587839-2	chr15	42587661	42587965	+	0.000	0.000	22.0	4.6	4.78	4.25e-09
Merged-chr15-52046120-1	chr15	52045988	52046253	+	0.000	0.000	14.0	3.4	4.12	1.36e-05
Merged-chr15-52335223-1	chr15	52335135	52335311	+	0.000	0.000	14.0	3.0	4.67	3.40e-06
Merged-chr15-53783638-1	chr15	53783574	53783703	+	0.000	0.000	8.0	0.4	20.00	1.09e-08
Merged-chr15-54778091-1	chr15	54777892	54778291	+	0.000	0.000	30.5	4.4	6.93	1.09e-15
Merged-chr15-55210057-1	chr15	55209969	55210145	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr15-58668897-1	chr15	58668800	58668994	+	0.000	0.000	13.0	1.8	7.22	6.34e-08
Merged-chr15-59194540-1	chr15	59194427	59194653	+	0.000	0.000	12.0	1.2	10.00	6.18e-09
Merged-chr15-59662775-1	chr15	59662708	59662842	+	0.000	0.000	14.5	1.6	9.06	1.87e-09
Merged-chr15-60387171-1	chr15	60387087	60387256	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr15-62274034-1	chr15	62273951	62274117	+	0.000	0.000	23.0	2.6	8.85	1.13e-14
Merged-chr15-64819645-1	chr15	64819567	64819723	+	0.000	0.000	12.0	1.4	8.57	3.27e-08
Merged-chr15-66906518-1	chr15	66906422	66906615	+	0.000	0.000	17.5	4.0	4.37	1.13e-06
Merged-chr15-67103642-3	chr15	67103285	67103933	+	0.000	0.000	124.0	15.8	7.85	4.53e-66
Merged-chr15-67826944-1	chr15	67826879	67827009	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr15-73868559-1	chr15	73868501	73868617	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr15-77036013-1	chr15	77035950	77036076	+	0.000	0.000	11.5	2.0	5.75	8.31e-06
Merged-chr15-77129379-1	chr15	77129311	77129447	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr15-78810367-1	chr15	78810224	78810510	+	0.000	0.000	34.0	6.6	5.15	4.16e-14
Merged-chr15-79364456-1	chr15	79364399	79364513	+	0.000	0.000	15.0	3.6	4.17	5.94e-06
Merged-chr15-79612304-1	chr15	79612209	79612399	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr15-80552121-1	chr15	80552041	80552202	+	0.000	0.000	13.0	1.2	10.83	5.66e-10
Merged-chr15-80876445-1	chr15	80876390	80876501	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr15-85294618-1	chr15	85294557	85294679	+	0.000	0.000	11.5	1.6	7.19	1.03e-06
Merged-chr15-85754248-1	chr15	85754175	85754321	+	0.000	0.000	15.0	3.4	4.41	3.03e-06
Merged-chr15-85941004-1	chr15	85940933	85941075	+	0.000	0.000	15.0	3.0	5.00	6.71e-07
Merged-chr15-87867368-1	chr15	87867249	87867488	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr15-90230833-1	chr15	90230758	90230909	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr15-91726029-1	chr15	91725955	91726104	+	0.000	0.000	21.0	3.2	6.56	3.79e-11
Merged-chr15-93787135-1	chr15	93786992	93787278	+	0.000	0.000	14.0	1.0	14.00	4.52e-12
Merged-chr15-94090759-1	chr15	94090682	94090837	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr15-96296785-1	chr15	96296709	96296861	+	0.000	0.000	13.0	2.2	5.91	5.96e-07
Merged-chr15-96609819-1	chr15	96609761	96609877	+	0.000	0.000	13.5	2.8	4.82	7.91e-06
Merged-chr15-97169737-2	chr15	97169544	97169903	+	0.000	0.000	17.5	2.0	8.75	5.61e-11
Merged-chr15-98842151-1	chr15	98842065	98842237	+	0.000	0.000	15.0	3.2	4.69	1.47e-06
Merged-chr15-100280853-1	chr15	100280788	100280918	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr15-100957239-1	chr15	100957170	100957308	+	0.000	0.000	8.0	0.6	13.33	2.29e-07
Merged-chr15-103026459-1	chr15	103026375	103026544	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr15-103636218-1	chr15	103636155	103636282	+	0.000	0.000	11.5	1.4	8.21	2.83e-07
Merged-chr16-5579136-1	chr16	5579019	5579254	+	0.000	0.000	16.0	2.0	8.00	4.80e-10
Merged-chr16-7928121-1	chr16	7927908	7928334	+	0.000	0.000	34.5	6.6	5.23	4.16e-14
Merged-chr16-9755898-1	chr16	9755838	9755959	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr16-10228802-1	chr16	10228748	10228857	+	0.000	0.000	8.0	0.6	13.33	2.29e-07
Merged-chr16-11073303-1	chr16	11073192	11073414	+	0.000	0.000	28.5	3.6	7.92	3.86e-16
Merged-chr16-11852295-1	chr16	11852126	11852464	+	0.000	0.000	30.5	6.0	5.08	2.56e-12
Merged-chr16-11852621-1	chr16	11852501	11852741	+	0.000	0.000	27.0	4.6	5.87	8.67e-13
Merged-chr16-12650741-1	chr16	12650685	12650797	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr16-12829123-1	chr16	12829025	12829221	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr16-14060221-1	chr16	14060122	14060320	+	0.000	0.000	12.5	2.4	5.21	8.46e-06
Merged-chr16-14406727-1	chr16	14406642	14406813	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr16-14639266-1	chr16	14639199	14639334	+	0.000	0.000	7.0	1.0	7.00	8.33e-05
Merged-chr16-15391136-1	chr16	15391053	15391219	+	0.000	0.000	9.0	0.4	22.50	4.85e-10
Merged-chr16-16709523-1	chr16	16709421	16709626	+	0.000	0.000	14.0	3.4	4.12	1.36e-05
Merged-chr16-18014845-1	chr16	18014786	18014905	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr16-20120629-1	chr16	20120559	20120700	+	0.000	0.000	10.5	1.2	8.75	5.77e-07
Merged-chr16-20412088-1	chr16	20411984	20412193	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr16-20798456-1	chr16	20798197	20798715	+	0.000	0.000	39.0	8.8	4.43	6.48e-14
Merged-chr16-21552209-1	chr16	21552133	21552285	+	0.000	0.000	13.0	1.2	10.83	5.66e-10
Merged-chr16-22661296-1	chr16	22661207	22661386	+	0.000	0.000	34.0	7.2	4.72	4.49e-13
Merged-chr16-22671311-1	chr16	22671225	22671398	+	0.000	0.000	13.5	2.4	5.62	1.54e-06
Merged-chr16-22792409-1	chr16	22792355	22792463	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr16-23204844-1	chr16	23204764	23204924	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr16-23952197-1	chr16	23952131	23952264	+	0.000	0.000	38.5	9.6	4.01	3.64e-12
Merged-chr16-24182572-1	chr16	24182496	24182649	+	0.000	0.000	8.0	0.4	20.00	1.09e-08
Merged-chr16-24259980-1	chr16	24259906	24260055	+	0.000	0.000	22.0	4.2	5.24	8.39e-10
Merged-chr16-24991504-1	chr16	24991450	24991559	+	0.000	0.000	10.5	0.8	13.12	1.33e-08
Merged-chr16-25043246-2	chr16	25043167	25043331	+	0.000	0.000	28.0	6.0	4.67	6.29e-11
Merged-chr16-25619407-1	chr16	25619319	25619496	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chr16-29776084-1	chr16	29775995	29776174	+	0.000	0.000	35.5	8.2	4.33	3.31e-12
Merged-chr16-30890317-1	chr16	30890166	30890469	+	0.000	0.000	21.5	4.6	4.67	2.06e-08
Merged-chr16-33303698-1	chr16	33303617	33303779	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr16-33576913-1	chr16	33576854	33576972	+	0.000	0.000	19.5	3.0	6.50	5.59e-10
Merged-chr16-34817002-1	chr16	34816852	34817153	+	0.000	0.000	28.5	4.2	6.79	1.63e-14
Merged-chr16-34855430-1	chr16	34855288	34855572	+	0.000	0.000	38.0	9.4	4.04	1.98e-12
Merged-chr16-35842060-1	chr16	35841958	35842162	+	0.000	0.000	13.5	2.2	6.14	5.96e-07
Merged-chr16-36209608-1	chr16	36209502	36209714	+	0.000	0.000	12.5	2.6	4.81	1.84e-05
Merged-chr16-43321826-1	chr16	43321739	43321913	+	0.000	0.000	23.0	4.8	4.79	1.85e-09
Merged-chr16-44409583-1	chr16	44409415	44409752	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr16-44520211-1	chr16	44520153	44520269	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr16-45382006-1	chr16	45381939	45382073	+	0.000	0.000	14.5	2.8	5.18	1.56e-06
